month,gpu,usage_percent,category,source_url
2026-04,NVIDIA GeForce RTX 3060,4.15,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-05,NVIDIA GeForce RTX 3060,4.02,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-06,NVIDIA GeForce RTX 3060,3.88,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-07,NVIDIA GeForce RTX 3060,3.88,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-08,NVIDIA GeForce RTX 3060,3.92,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-04,NVIDIA GeForce RTX 4060 Laptop GPU,3.98,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-05,NVIDIA GeForce RTX 4060 Laptop GPU,3.99,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-06,NVIDIA GeForce RTX 4060 Laptop GPU,4.02,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-07,NVIDIA GeForce RTX 4060 Laptop GPU,3.64,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-08,NVIDIA GeForce RTX 4060 Laptop GPU,3.84,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-04,NVIDIA GeForce RTX 5070,3.01,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-05,NVIDIA GeForce RTX 5070,3.09,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-06,NVIDIA GeForce RTX 5070,3.29,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-07,NVIDIA GeForce RTX 5070,3.62,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-08,NVIDIA GeForce RTX 5070,3.77,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-04,NVIDIA GeForce RTX 4060,4.05,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-05,NVIDIA GeForce RTX 4060,3.74,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-06,NVIDIA GeForce RTX 4060,3.65,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-07,NVIDIA GeForce RTX 4060,3.63,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-08,NVIDIA GeForce RTX 4060,3.60,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-04,NVIDIA GeForce RTX 3050,3.20,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-05,NVIDIA GeForce RTX 3050,3.28,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-06,NVIDIA GeForce RTX 3050,3.23,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-07,NVIDIA GeForce RTX 3050,3.22,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-08,NVIDIA GeForce RTX 3050,3.21,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-04,NVIDIA GeForce RTX 5060,2.71,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-05,NVIDIA GeForce RTX 5060,2.58,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-06,NVIDIA GeForce RTX 5060,2.81,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-07,NVIDIA GeForce RTX 5060,3.03,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-08,NVIDIA GeForce RTX 5060,3.16,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-04,NVIDIA GeForce RTX 5060 Laptop GPU,1.71,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-05,NVIDIA GeForce RTX 5060 Laptop GPU,1.83,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-06,NVIDIA GeForce RTX 5060 Laptop GPU,2.48,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-07,NVIDIA GeForce RTX 5060 Laptop GPU,2.19,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-08,NVIDIA GeForce RTX 5060 Laptop GPU,2.66,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-04,NVIDIA GeForce RTX 5060 Ti,1.90,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-05,NVIDIA GeForce RTX 5060 Ti,2.06,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-06,NVIDIA GeForce RTX 5060 Ti,2.26,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-07,NVIDIA GeForce RTX 5060 Ti,2.40,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-08,NVIDIA GeForce RTX 5060 Ti,2.55,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-04,NVIDIA GeForce GTX 1650,2.70,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-05,NVIDIA GeForce GTX 1650,2.70,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-06,NVIDIA GeForce GTX 1650,2.63,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-07,NVIDIA GeForce GTX 1650,2.61,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-08,NVIDIA GeForce GTX 1650,2.49,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-04,NVIDIA GeForce RTX 4060 Ti,2.57,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-05,NVIDIA GeForce RTX 4060 Ti,2.45,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-06,NVIDIA GeForce RTX 4060 Ti,2.41,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-07,NVIDIA GeForce RTX 4060 Ti,2.36,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-08,NVIDIA GeForce RTX 4060 Ti,2.37,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-04,NVIDIA GeForce RTX 3060 Ti,2.42,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-05,NVIDIA GeForce RTX 3060 Ti,2.27,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-06,NVIDIA GeForce RTX 3060 Ti,2.21,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-07,NVIDIA GeForce RTX 3060 Ti,2.17,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-08,NVIDIA GeForce RTX 3060 Ti,2.16,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-04,NVIDIA GeForce RTX 3070,2.19,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-05,NVIDIA GeForce RTX 3070,2.08,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-06,NVIDIA GeForce RTX 3070,2.02,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-07,NVIDIA GeForce RTX 3070,2.05,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-08,NVIDIA GeForce RTX 3070,1.99,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-04,NVIDIA GeForce RTX 3060 Laptop GPU,1.97,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-05,NVIDIA GeForce RTX 3060 Laptop GPU,1.97,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-06,NVIDIA GeForce RTX 3060 Laptop GPU,1.95,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-07,NVIDIA GeForce RTX 3060 Laptop GPU,1.81,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-08,NVIDIA GeForce RTX 3060 Laptop GPU,1.85,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-04,NVIDIA GeForce RTX 5070 Ti,1.70,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-05,NVIDIA GeForce RTX 5070 Ti,1.73,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-06,NVIDIA GeForce RTX 5070 Ti,1.76,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-07,NVIDIA GeForce RTX 5070 Ti,1.78,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-08,NVIDIA GeForce RTX 5070 Ti,1.82,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-04,NVIDIA GeForce RTX 4070,1.87,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-05,NVIDIA GeForce RTX 4070,1.81,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-06,NVIDIA GeForce RTX 4070,1.76,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-07,NVIDIA GeForce RTX 4070,1.78,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-08,NVIDIA GeForce RTX 4070,1.78,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-04,Intel Iris Xe Graphics,1.73,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-05,Intel Iris Xe Graphics,1.79,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-06,Intel Iris Xe Graphics,1.82,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-07,Intel Iris Xe Graphics,1.85,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-08,Intel Iris Xe Graphics,1.74,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-04,NVIDIA GeForce RTX 4050 Laptop GPU,1.64,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-05,NVIDIA GeForce RTX 4050 Laptop GPU,1.71,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-06,NVIDIA GeForce RTX 4050 Laptop GPU,1.74,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-07,NVIDIA GeForce RTX 4050 Laptop GPU,1.71,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-08,NVIDIA GeForce RTX 4050 Laptop GPU,1.74,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-04,AMD Radeon Graphics,1.80,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-05,AMD Radeon Graphics,1.89,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-06,AMD Radeon Graphics,1.80,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-07,AMD Radeon Graphics,1.84,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-08,AMD Radeon Graphics,1.73,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-04,NVIDIA GeForce RTX 5080,1.44,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-05,NVIDIA GeForce RTX 5080,1.47,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-06,NVIDIA GeForce RTX 5080,1.55,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-07,NVIDIA GeForce RTX 5080,1.63,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-08,NVIDIA GeForce RTX 5080,1.71,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-04,NVIDIA GeForce RTX 2060,1.83,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-05,NVIDIA GeForce RTX 2060,1.77,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-06,NVIDIA GeForce RTX 2060,1.72,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-07,NVIDIA GeForce RTX 2060,1.71,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-08,NVIDIA GeForce RTX 2060,1.65,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-04,NVIDIA GeForce GTX 1060,1.67,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-05,NVIDIA GeForce GTX 1060,1.59,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-06,NVIDIA GeForce GTX 1060,1.54,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-07,NVIDIA GeForce GTX 1060,1.53,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-08,NVIDIA GeForce GTX 1060,1.50,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-04,NVIDIA GeForce RTX 4070 SUPER,1.58,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-05,NVIDIA GeForce RTX 4070 SUPER,1.52,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-06,NVIDIA GeForce RTX 4070 SUPER,1.53,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-07,NVIDIA GeForce RTX 4070 SUPER,1.49,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-08,NVIDIA GeForce RTX 4070 SUPER,1.49,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-04,NVIDIA GeForce GTX 1660 SUPER,1.53,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-05,NVIDIA GeForce GTX 1660 SUPER,1.52,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-06,NVIDIA GeForce GTX 1660 SUPER,1.47,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-07,NVIDIA GeForce GTX 1660 SUPER,1.46,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-08,NVIDIA GeForce GTX 1660 SUPER,1.47,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-05,AMD Radeon RX 9070 XT,1.33,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-06,AMD Radeon RX 9070 XT,1.35,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-07,AMD Radeon RX 9070 XT,1.40,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-08,AMD Radeon RX 9070 XT,1.46,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-04,NVIDIA GeForce RTX 3080,1.50,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-05,NVIDIA GeForce RTX 3080,1.47,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-06,NVIDIA GeForce RTX 3080,1.43,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-07,NVIDIA GeForce RTX 3080,1.40,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-08,NVIDIA GeForce RTX 3080,1.38,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-04,Intel(R) UHD Graphics,1.15,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-05,Intel(R) UHD Graphics,1.22,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-06,Intel(R) UHD Graphics,1.23,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-07,Intel(R) UHD Graphics,1.28,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-08,Intel(R) UHD Graphics,1.21,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
2026-04,NVIDIA GeForce GTX 1050 Ti,1.26,all_video_cards,https://store.steampowered.com/hwsurvey/videocard/?start_date=2016-09-04&end_date=2026-09-04&l=english
